Comunidad_Autonoma,Año,Trimestre,Periodo,Valor_Tasado_€_m2
Zaragoza,2009,1,2009T1,1932.2
Ávila,2009,1,2009T1,1316.6
Albacete,2009,2,2009T2,1165.0
Alicante/Alacant,2009,2,2009T2,1547.2
Almería,2009,2,2009T2,1519.6
Andalucía,2009,2,2009T2,1666.0
Araba/Alava,2009,2,2009T2,2332.5
Aragón,2009,2,2009T2,1723.2
Asturias (Principado de ),2009,2,2009T2,1611.5
Badajoz,2009,2,2009T2,1036.4
Balears (Illes),2009,2,2009T2,2199.7
Barcelona,2009,2,2009T2,2597.8
Bizkaia,2009,2,2009T2,2807.8
Burgos,2009,2,2009T2,1645.1
Canarias,2009,2,2009T2,1683.2
Cantabria,2009,2,2009T2,1850.2
Castellón/Castelló,2009,2,2009T2,1584.9
Castilla y León,2009,2,2009T2,1399.8
Castilla-La Mancha,2009,2,2009T2,1244.1
Cataluña,2009,2,2009T2,2304.5
Ceuta,2009,2,2009T2,1841.6
Ceuta y Melilla,2009,2,2009T2,1699.1
Ciudad Real,2009,2,2009T2,966.4
Comunidad Valenciana,2009,2,2009T2,1544.0
Coruña (A),2009,2,2009T2,1427.6
Cuenca,2009,2,2009T2,972.6
Cáceres,2009,2,2009T2,960.5
Cádiz,2009,2,2009T2,1856.3
Córdoba,2009,2,2009T2,1466.1
Extremadura,2009,2,2009T2,1017.3
Galicia,2009,2,2009T2,1441.4
Gipuzkoa,2009,2,2009T2,2916.2
Girona,2009,2,2009T2,2029.4
Granada,2009,2,2009T2,1433.2
Guadalajara,2009,2,2009T2,1639.5
Huelva,2009,2,2009T2,1640.5
Huesca,2009,2,2009T2,1495.3
Jaén,2009,2,2009T2,1042.0
León,2009,2,2009T2,1189.2
Lleida,2009,2,2009T2,1344.6
Lugo,2009,2,2009T2,1073.1
Madrid (Comunidad de),2009,2,2009T2,2665.8
Melilla,2009,2,2009T2,1607.0
Murcia (Región de),2009,2,2009T2,1405.0
Málaga,2009,2,2009T2,2033.2
Navarra (Comunidad Foral de),2009,2,2009T2,1630.2
Ourense,2009,2,2009T2,1089.0
Palencia,2009,2,2009T2,1204.4
Palmas (Las),2009,2,2009T2,1732.8
País Vasco,2009,2,2009T2,2780.6
Pontevedra,2009,2,2009T2,1610.4
Rioja (La),2009,2,2009T2,1556.7
Salamanca,2009,2,2009T2,1483.0
Santa Cruz de Tenerife,2009,2,2009T2,1619.5
Segovia,2009,2,2009T2,1444.7
Sevilla,2009,2,2009T2,1725.5
Soria,2009,2,2009T2,1344.8
TOTAL NACIONAL,2009,2,2009T2,1920.9
Tarragona,2009,2,2009T2,1785.4
Teruel,2009,2,2009T2,1027.3
Toledo,2009,2,2009T2,1236.6
Valencia/València,2009,2,2009T2,1533.0
Valladolid,2009,2,2009T2,1532.8
Zamora,2009,2,2009T2,1062.7
Zaragoza,2009,2,2009T2,1879.7
Ávila,2009,2,2009T2,1246.8
Albacete,2009,3,2009T3,1146.9
Alicante/Alacant,2009,3,2009T3,1555.0
Almería,2009,3,2009T3,1537.7
Andalucía,2009,3,2009T3,1634.7
Araba/Alava,2009,3,2009T3,2267.3
Aragón,2009,3,2009T3,1697.1
Asturias (Principado de ),2009,3,2009T3,1586.8
Badajoz,2009,3,2009T3,1033.8
Balears (Illes),2009,3,2009T3,2185.2
Barcelona,2009,3,2009T3,2536.4
Bizkaia,2009,3,2009T3,2767.6
Burgos,2009,3,2009T3,1607.1
Canarias,2009,3,2009T3,1673.0
Cantabria,2009,3,2009T3,1803.2
Castellón/Castelló,2009,3,2009T3,1566.5
Castilla y León,2009,3,2009T3,1382.9
Castilla-La Mancha,2009,3,2009T3,1223.6
Cataluña,2009,3,2009T3,2260.9
Ceuta,2009,3,2009T3,1851.2
Ceuta y Melilla,2009,3,2009T3,1696.1
Ciudad Real,2009,3,2009T3,956.5
Comunidad Valenciana,2009,3,2009T3,1542.8
Coruña (A),2009,3,2009T3,1383.3
Cuenca,2009,3,2009T3,1004.7
Cáceres,2009,3,2009T3,969.0
Cádiz,2009,3,2009T3,1812.8
Córdoba,2009,3,2009T3,1461.8
Extremadura,2009,3,2009T3,1019.4
Galicia,2009,3,2009T3,1426.4
Gipuzkoa,2009,3,2009T3,2926.5
Girona,2009,3,2009T3,2005.5
Granada,2009,3,2009T3,1405.3
Guadalajara,2009,3,2009T3,1635.2
Huelva,2009,3,2009T3,1612.9
Huesca,2009,3,2009T3,1476.3
Jaén,2009,3,2009T3,1015.4
León,2009,3,2009T3,1151.4
Lleida,2009,3,2009T3,1320.7
Lugo,2009,3,2009T3,1026.9
Madrid (Comunidad de),2009,3,2009T3,2669.7
Melilla,2009,3,2009T3,1618.9
Murcia (Región de),2009,3,2009T3,1382.2
Málaga,2009,3,2009T3,1977.9
Navarra (Comunidad Foral de),2009,3,2009T3,1601.8
Ourense,2009,3,2009T3,1076.5
Palencia,2009,3,2009T3,1224.2
Palmas (Las),2009,3,2009T3,1751.4
País Vasco,2009,3,2009T3,2767.3
Pontevedra,2009,3,2009T3,1681.5
Rioja (La),2009,3,2009T3,1539.3
Salamanca,2009,3,2009T3,1471.9
Santa Cruz de Tenerife,2009,3,2009T3,1569.2
Segovia,2009,3,2009T3,1452.4
Sevilla,2009,3,2009T3,1687.0
Soria,2009,3,2009T3,1318.0
TOTAL NACIONAL,2009,3,2009T3,1896.8
Tarragona,2009,3,2009T3,1790.6
Teruel,2009,3,2009T3,1019.2
Toledo,2009,3,2009T3,1227.5
Valencia/València,2009,3,2009T3,1511.6
Valladolid,2009,3,2009T3,1554.6
Zamora,2009,3,2009T3,1043.2
Zaragoza,2009,3,2009T3,1829.4
Ávila,2009,3,2009T3,1267.8
Albacete,2009,4,2009T4,1192.5
Alicante/Alacant,2009,4,2009T4,1493.7
Almería,2009,4,2009T4,1524.9
Andalucía,2009,4,2009T4,1613.8
Araba/Alava,2009,4,2009T4,2243.7
Aragón,2009,4,2009T4,1726.4
Asturias (Principado de ),2009,4,2009T4,1600.7
Badajoz,2009,4,2009T4,1023.5
Balears (Illes),2009,4,2009T4,2125.8
Barcelona,2009,4,2009T4,2573.5
Bizkaia,2009,4,2009T4,2694.1
Burgos,2009,4,2009T4,1645.9
Canarias,2009,4,2009T4,1613.5
Cantabria,2009,4,2009T4,1798.7
Castellón/Castelló,2009,4,2009T4,1541.4
Castilla y León,2009,4,2009T4,1388.6
Castilla-La Mancha,2009,4,2009T4,1238.6
Cataluña,2009,4,2009T4,2286.0
Ceuta,2009,4,2009T4,1855.0
Ceuta y Melilla,2009,4,2009T4,1685.8
Ciudad Real,2009,4,2009T4,965.9
Comunidad Valenciana,2009,4,2009T4,1505.7
Coruña (A),2009,4,2009T4,1432.2
Cuenca,2009,4,2009T4,974.4
Cáceres,2009,4,2009T4,952.5
Cádiz,2009,4,2009T4,1787.6
Córdoba,2009,4,2009T4,1395.8
Extremadura,2009,4,2009T4,1001.9
Galicia,2009,4,2009T4,1467.8
Gipuzkoa,2009,4,2009T4,2983.0
Girona,2009,4,2009T4,2038.5
Granada,2009,4,2009T4,1352.5
Guadalajara,2009,4,2009T4,1654.5
Huelva,2009,4,2009T4,1610.1
Huesca,2009,4,2009T4,1473.1
Jaén,2009,4,2009T4,1015.6
León,2009,4,2009T4,1158.4
Lleida,2009,4,2009T4,1355.9
Lugo,2009,4,2009T4,1002.6
Madrid (Comunidad de),2009,4,2009T4,2620.0
Melilla,2009,4,2009T4,1570.6
Murcia (Región de),2009,4,2009T4,1351.1
Málaga,2009,4,2009T4,1946.4
Navarra (Comunidad Foral de),2009,4,2009T4,1623.3
Ourense,2009,4,2009T4,1127.0
Palencia,2009,4,2009T4,1226.1
Palmas (Las),2009,4,2009T4,1678.3
País Vasco,2009,4,2009T4,2738.0
Pontevedra,2009,4,2009T4,1666.5
Rioja (La),2009,4,2009T4,1532.3
Salamanca,2009,4,2009T4,1479.8
Santa Cruz de Tenerife,2009,4,2009T4,1544.1
Segovia,2009,4,2009T4,1439.6
Sevilla,2009,4,2009T4,1680.4
Soria,2009,4,2009T4,1321.4
TOTAL NACIONAL,2009,4,2009T4,1892.3
Tarragona,2009,4,2009T4,1764.9
Teruel,2009,4,2009T4,1021.5
Toledo,2009,4,2009T4,1253.7
Valencia/València,2009,4,2009T4,1484.9
Valladolid,2009,4,2009T4,1532.5
Zamora,2009,4,2009T4,1070.5
Zaragoza,2009,4,2009T4,1882.4
Ávila,2009,4,2009T4,1239.0
Albacete,2010,1,2010T1,1216.7
Alicante/Alacant,2010,1,2010T1,1465.3
Almería,2010,1,2010T1,1466.7
Andalucía,2010,1,2010T1,1607.2
Araba/Alava,2010,1,2010T1,2297.0
Aragón,2010,1,2010T1,1667.6
Asturias (Principado de ),2010,1,2010T1,1637.7
Badajoz,2010,1,2010T1,1020.2
Balears (Illes),2010,1,2010T1,2118.8
Barcelona,2010,1,2010T1,2521.0
Bizkaia,2010,1,2010T1,2704.3
Burgos,2010,1,2010T1,1704.5
Canarias,2010,1,2010T1,1590.6
Cantabria,2010,1,2010T1,1882.1
Castellón/Castelló,2010,1,2010T1,1536.0
Castilla y León,2010,1,2010T1,1395.9
Castilla-La Mancha,2010,1,2010T1,1235.0
Cataluña,2010,1,2010T1,2245.8
Ceuta,2010,1,2010T1,1787.7
Ceuta y Melilla,2010,1,2010T1,1653.6
Ciudad Real,2010,1,2010T1,974.0
Comunidad Valenciana,2010,1,2010T1,1476.7
Coruña (A),2010,1,2010T1,1433.4
Cuenca,2010,1,2010T1,989.0
Cáceres,2010,1,2010T1,950.8
Cádiz,2010,1,2010T1,1754.2
Córdoba,2010,1,2010T1,1368.6
Extremadura,2010,1,2010T1,999.7
Galicia,2010,1,2010T1,1460.0
Gipuzkoa,2010,1,2010T1,2885.3
Girona,2010,1,2010T1,2025.7
Granada,2010,1,2010T1,1336.4
Guadalajara,2010,1,2010T1,1585.1
Huelva,2010,1,2010T1,1568.6
Huesca,2010,1,2010T1,1425.4
Jaén,2010,1,2010T1,1043.3
León,2010,1,2010T1,1172.5
Lleida,2010,1,2010T1,1348.2
Lugo,2010,1,2010T1,1018.6
Madrid (Comunidad de),2010,1,2010T1,2591.2
Melilla,2010,1,2010T1,1624.5
Murcia (Región de),2010,1,2010T1,1372.2
Málaga,2010,1,2010T1,1985.5
Navarra (Comunidad Foral de),2010,1,2010T1,1615.6
Ourense,2010,1,2010T1,1133.4
Palencia,2010,1,2010T1,1198.4
Palmas (Las),2010,1,2010T1,1620.5
País Vasco,2010,1,2010T1,2698.8
Pontevedra,2010,1,2010T1,1591.6
Rioja (La),2010,1,2010T1,1498.8
Salamanca,2010,1,2010T1,1453.6
Santa Cruz de Tenerife,2010,1,2010T1,1548.1
Segovia,2010,1,2010T1,1407.5
Sevilla,2010,1,2010T1,1665.7
Soria,2010,1,2010T1,1346.2
TOTAL NACIONAL,2010,1,2010T1,1865.7
Tarragona,2010,1,2010T1,1760.3
Teruel,2010,1,2010T1,978.2
Toledo,2010,1,2010T1,1236.3
Valencia/València,2010,1,2010T1,1447.3
Valladolid,2010,1,2010T1,1525.3
Zamora,2010,1,2010T1,1118.5
Zaragoza,2010,1,2010T1,1819.2
Ávila,2010,1,2010T1,1257.3
Albacete,2010,2,2010T2,1248.3
Alicante/Alacant,2010,2,2010T2,1463.8
Almería,2010,2,2010T2,1478.2
Andalucía,2010,2,2010T2,1590.1
Araba/Alava,2010,2,2010T2,2297.8
Aragón,2010,2,2010T2,1663.6
Asturias (Principado de ),2010,2,2010T2,1649.1
Badajoz,2010,2,2010T2,1035.8
Balears (Illes),2010,2,2010T2,2103.7
Barcelona,2010,2,2010T2,2542.1
Bizkaia,2010,2,2010T2,2677.4
Burgos,2010,2,2010T2,1682.1
Canarias,2010,2,2010T2,1561.6
Cantabria,2010,2,2010T2,1852.2
Castellón/Castelló,2010,2,2010T2,1495.0
Castilla y León,2010,2,2010T2,1392.3
Castilla-La Mancha,2010,2,2010T2,1258.0
Cataluña,2010,2,2010T2,2253.2
Ceuta,2010,2,2010T2,1819.7
Ceuta y Melilla,2010,2,2010T2,1701.6
Ciudad Real,2010,2,2010T2,993.2
Comunidad Valenciana,2010,2,2010T2,1459.1
Coruña (A),2010,2,2010T2,1453.2
Cuenca,2010,2,2010T2,1001.0
Cáceres,2010,2,2010T2,968.1
Cádiz,2010,2,2010T2,1747.7
Córdoba,2010,2,2010T2,1373.3
Extremadura,2010,2,2010T2,1014.4
Galicia,2010,2,2010T2,1449.1
Gipuzkoa,2010,2,2010T2,2816.9
Girona,2010,2,2010T2,2002.6
Granada,2010,2,2010T2,1347.9
Guadalajara,2010,2,2010T2,1630.3
Huelva,2010,2,2010T2,1551.4
Huesca,2010,2,2010T2,1429.1
Jaén,2010,2,2010T2,1071.3
León,2010,2,2010T2,1152.4
Lleida,2010,2,2010T2,1328.4
Lugo,2010,2,2010T2,1061.6
Madrid (Comunidad de),2010,2,2010T2,2552.0
Melilla,2010,2,2010T2,1678.4
Murcia (Región de),2010,2,2010T2,1356.0
Málaga,2010,2,2010T2,1916.1
Navarra (Comunidad Foral de),2010,2,2010T2,1549.5
Ourense,2010,2,2010T2,1160.9
Palencia,2010,2,2010T2,1187.6
Palmas (Las),2010,2,2010T2,1602.5
País Vasco,2010,2,2010T2,2676.8
Pontevedra,2010,2,2010T2,1580.4
Rioja (La),2010,2,2010T2,1516.9
Salamanca,2010,2,2010T2,1464.8
Santa Cruz de Tenerife,2010,2,2010T2,1524.8
Segovia,2010,2,2010T2,1388.2
Sevilla,2010,2,2010T2,1656.8
Soria,2010,2,2010T2,1382.9
TOTAL NACIONAL,2010,2,2010T2,1848.9
Tarragona,2010,2,2010T2,1761.8
Teruel,2010,2,2010T2,1016.9
Toledo,2010,2,2010T2,1205.1
Valencia/València,2010,2,2010T2,1423.6
Valladolid,2010,2,2010T2,1519.0
Zamora,2010,2,2010T2,1099.9
Zaragoza,2010,2,2010T2,1814.1
Ávila,2010,2,2010T2,1256.7
Albacete,2010,3,2010T3,1203.1
Alicante/Alacant,2010,3,2010T3,1423.4
Almería,2010,3,2010T3,1457.7
Andalucía,2010,3,2010T3,1561.3
Araba/Alava,2010,3,2010T3,2237.6
Aragón,2010,3,2010T3,1667.6
Asturias (Principado de ),2010,3,2010T3,1616.4
Badajoz,2010,3,2010T3,1002.9
Balears (Illes),2010,3,2010T3,2056.8
Barcelona,2010,3,2010T3,2488.7
Bizkaia,2010,3,2010T3,2655.4
Burgos,2010,3,2010T3,1623.4
Canarias,2010,3,2010T3,1559.5
Cantabria,2010,3,2010T3,1833.3
Castellón/Castelló,2010,3,2010T3,1500.9
Castilla y León,2010,3,2010T3,1369.0
Castilla-La Mancha,2010,3,2010T3,1240.3
Cataluña,2010,3,2010T3,2222.3
Ceuta,2010,3,2010T3,1810.2
Ceuta y Melilla,2010,3,2010T3,1679.5
Ciudad Real,2010,3,2010T3,991.7
Comunidad Valenciana,2010,3,2010T3,1433.5
Coruña (A),2010,3,2010T3,1427.2
Cuenca,2010,3,2010T3,993.3
Cáceres,2010,3,2010T3,958.6
Cádiz,2010,3,2010T3,1716.7
Córdoba,2010,3,2010T3,1340.7
Extremadura,2010,3,2010T3,985.2
Galicia,2010,3,2010T3,1440.3
Gipuzkoa,2010,3,2010T3,2719.7
Girona,2010,3,2010T3,1971.5
Granada,2010,3,2010T3,1355.9
Guadalajara,2010,3,2010T3,1575.4
Huelva,2010,3,2010T3,1530.6
Huesca,2010,3,2010T3,1473.2
Jaén,2010,3,2010T3,1045.7
León,2010,3,2010T3,1115.3
Lleida,2010,3,2010T3,1329.5
Lugo,2010,3,2010T3,1059.6
Madrid (Comunidad de),2010,3,2010T3,2507.5
Melilla,2010,3,2010T3,1605.7
Murcia (Región de),2010,3,2010T3,1361.0
Málaga,2010,3,2010T3,1874.4
Navarra (Comunidad Foral de),2010,3,2010T3,1502.1
Ourense,2010,3,2010T3,1172.4
Palencia,2010,3,2010T3,1181.6
Palmas (Las),2010,3,2010T3,1625.1
País Vasco,2010,3,2010T3,2620.6
Pontevedra,2010,3,2010T3,1589.1
Rioja (La),2010,3,2010T3,1501.6
Salamanca,2010,3,2010T3,1412.0
Santa Cruz de Tenerife,2010,3,2010T3,1486.1
Segovia,2010,3,2010T3,1430.1
Sevilla,2010,3,2010T3,1626.0
Soria,2010,3,2010T3,1330.1
TOTAL NACIONAL,2010,3,2010T3,1832.0
Tarragona,2010,3,2010T3,1746.4
Teruel,2010,3,2010T3,991.5
Toledo,2010,3,2010T3,1225.0
Valencia/València,2010,3,2010T3,1400.1
Valladolid,2010,3,2010T3,1520.4
Zamora,2010,3,2010T3,1076.4
Zaragoza,2010,3,2010T3,1801.2
Ávila,2010,3,2010T3,1226.4
Albacete,2010,4,2010T4,1233.3
Alicante/Alacant,2010,4,2010T4,1408.5
Almería,2010,4,2010T4,1469.0
Andalucía,2010,4,2010T4,1564.3
Araba/Alava,2010,4,2010T4,2204.7
Aragón,2010,4,2010T4,1646.7
Asturias (Principado de ),2010,4,2010T4,1636.3
Badajoz,2010,4,2010T4,1009.5
Balears (Illes),2010,4,2010T4,2094.1
Barcelona,2010,4,2010T4,2491.7
Bizkaia,2010,4,2010T4,2685.0
Burgos,2010,4,2010T4,1682.6
Canarias,2010,4,2010T4,1558.0
Cantabria,2010,4,2010T4,1854.4
Castellón/Castelló,2010,4,2010T4,1525.8
Castilla y León,2010,4,2010T4,1380.0
Castilla-La Mancha,2010,4,2010T4,1239.1
Cataluña,2010,4,2010T4,2211.1
Ceuta,2010,4,2010T4,1855.9
Ceuta y Melilla,2010,4,2010T4,1703.9
Ciudad Real,2010,4,2010T4,1012.2
Comunidad Valenciana,2010,4,2010T4,1442.9
Coruña (A),2010,4,2010T4,1473.3
Cuenca,2010,4,2010T4,994.2
Cáceres,2010,4,2010T4,984.6
Cádiz,2010,4,2010T4,1736.9
Córdoba,2010,4,2010T4,1311.6
Extremadura,2010,4,2010T4,998.5
Galicia,2010,4,2010T4,1470.0
Gipuzkoa,2010,4,2010T4,2721.6
Girona,2010,4,2010T4,1950.0
Granada,2010,4,2010T4,1331.8
Guadalajara,2010,4,2010T4,1593.3
Huelva,2010,4,2010T4,1491.0
Huesca,2010,4,2010T4,1468.9
Jaén,2010,4,2010T4,1039.1
León,2010,4,2010T4,1150.4
Lleida,2010,4,2010T4,1326.2
Lugo,2010,4,2010T4,1075.6
Madrid (Comunidad de),2010,4,2010T4,2465.6
Melilla,2010,4,2010T4,1571.8
Murcia (Región de),2010,4,2010T4,1327.5
Málaga,2010,4,2010T4,1880.7
Navarra (Comunidad Foral de),2010,4,2010T4,1521.9
Ourense,2010,4,2010T4,1202.1
Palencia,2010,4,2010T4,1216.2
Palmas (Las),2010,4,2010T4,1620.1
País Vasco,2010,4,2010T4,2645.1
Pontevedra,2010,4,2010T4,1601.6
Rioja (La),2010,4,2010T4,1463.8
Salamanca,2010,4,2010T4,1432.6
Santa Cruz de Tenerife,2010,4,2010T4,1484.2
Segovia,2010,4,2010T4,1425.6
Sevilla,2010,4,2010T4,1643.0
Soria,2010,4,2010T4,1370.8
TOTAL NACIONAL,2010,4,2010T4,1825.5
Tarragona,2010,4,2010T4,1704.8
Teruel,2010,4,2010T4,987.1
Toledo,2010,4,2010T4,1185.1
Valencia/València,2010,4,2010T4,1408.7
Valladolid,2010,4,2010T4,1488.9
Zamora,2010,4,2010T4,1106.4
Zaragoza,2010,4,2010T4,1790.2
Ávila,2010,4,2010T4,1202.2
Albacete,2011,1,2011T1,1203.1
Alicante/Alacant,2011,1,2011T1,1392.0
Almería,2011,1,2011T1,1395.6
Andalucía,2011,1,2011T1,1522.7
Araba/Alava,2011,1,2011T1,2116.7
Aragón,2011,1,2011T1,1622.3
Asturias (Principado de ),2011,1,2011T1,1562.2
Badajoz,2011,1,2011T1,982.4
Balears (Illes),2011,1,2011T1,2039.5
Barcelona,2011,1,2011T1,2414.2
Bizkaia,2011,1,2011T1,2589.4
Burgos,2011,1,2011T1,1585.8
Canarias,2011,1,2011T1,1534.1
Cantabria,2011,1,2011T1,1749.7
Castellón/Castelló,2011,1,2011T1,1436.3
Castilla y León,2011,1,2011T1,1331.4
Castilla-La Mancha,2011,1,2011T1,1198.1
Cataluña,2011,1,2011T1,2145.2
Ceuta,2011,1,2011T1,1774.5
Ceuta y Melilla,2011,1,2011T1,1630.4
Ciudad Real,2011,1,2011T1,948.3
Comunidad Valenciana,2011,1,2011T1,1383.5
Coruña (A),2011,1,2011T1,1426.7
Cuenca,2011,1,2011T1,1035.0
Cáceres,2011,1,2011T1,994.1
Cádiz,2011,1,2011T1,1694.2
Córdoba,2011,1,2011T1,1319.7
Extremadura,2011,1,2011T1,984.3
Galicia,2011,1,2011T1,1405.0
Gipuzkoa,2011,1,2011T1,2829.4
Girona,2011,1,2011T1,1916.1
Granada,2011,1,2011T1,1297.4
Guadalajara,2011,1,2011T1,1535.0
Huelva,2011,1,2011T1,1454.3
Huesca,2011,1,2011T1,1524.8
Jaén,2011,1,2011T1,1042.5
León,2011,1,2011T1,1106.3
Lleida,2011,1,2011T1,1250.4
Lugo,2011,1,2011T1,1043.6
Madrid (Comunidad de),2011,1,2011T1,2360.9
Melilla,2011,1,2011T1,1537.0
Murcia (Región de),2011,1,2011T1,1267.9
Málaga,2011,1,2011T1,1826.5
Navarra (Comunidad Foral de),2011,1,2011T1,1482.1
Ourense,2011,1,2011T1,1144.6
Palencia,2011,1,2011T1,1189.6
Palmas (Las),2011,1,2011T1,1542.3
País Vasco,2011,1,2011T1,2603.5
Pontevedra,2011,1,2011T1,1522.9
Rioja (La),2011,1,2011T1,1463.8
Salamanca,2011,1,2011T1,1423.3
Santa Cruz de Tenerife,2011,1,2011T1,1528.4
Segovia,2011,1,2011T1,1345.8
Sevilla,2011,1,2011T1,1606.2
Soria,2011,1,2011T1,1383.8
TOTAL NACIONAL,2011,1,2011T1,1777.6
Tarragona,2011,1,2011T1,1681.7
Teruel,2011,1,2011T1,985.5
Toledo,2011,1,2011T1,1162.7
Valencia/València,2011,1,2011T1,1352.2
Valladolid,2011,1,2011T1,1425.9
Zamora,2011,1,2011T1,1065.8
Zaragoza,2011,1,2011T1,1718.0
Ávila,2011,1,2011T1,1180.2
Albacete,2011,2,2011T2,1181.4
Alicante/Alacant,2011,2,2011T2,1351.6
Almería,2011,2,2011T2,1425.2
Andalucía,2011,2,2011T2,1514.2
Araba/Alava,2011,2,2011T2,2161.2
Aragón,2011,2,2011T2,1544.6
Asturias (Principado de ),2011,2,2011T2,1616.4
Badajoz,2011,2,2011T2,963.7
Balears (Illes),2011,2,2011T2,2008.0
Barcelona,2011,2,2011T2,2404.5
Bizkaia,2011,2,2011T2,2586.8
Burgos,2011,2,2011T2,1547.7
Canarias,2011,2,2011T2,1489.6
Cantabria,2011,2,2011T2,1782.9
Castellón/Castelló,2011,2,2011T2,1433.4
Castilla y León,2011,2,2011T2,1312.1
Castilla-La Mancha,2011,2,2011T2,1168.1
Cataluña,2011,2,2011T2,2132.3
Ceuta,2011,2,2011T2,1852.6
Ceuta y Melilla,2011,2,2011T2,1694.1
Ciudad Real,2011,2,2011T2,965.4
Comunidad Valenciana,2011,2,2011T2,1347.1
Coruña (A),2011,2,2011T2,1413.9
Cuenca,2011,2,2011T2,1024.7
Cáceres,2011,2,2011T2,1006.0
Cádiz,2011,2,2011T2,1684.0
Córdoba,2011,2,2011T2,1350.1
Extremadura,2011,2,2011T2,975.4
Galicia,2011,2,2011T2,1402.1
Gipuzkoa,2011,2,2011T2,2762.8
Girona,2011,2,2011T2,1845.2
Granada,2011,2,2011T2,1290.9
Guadalajara,2011,2,2011T2,1444.4
Huelva,2011,2,2011T2,1423.8
Jaén,2011,2,2011T2,1035.2
León,2011,2,2011T2,1132.9
Lleida,2011,2,2011T2,1231.6
Lugo,2011,2,2011T2,1101.0
Madrid (Comunidad de),2011,2,2011T2,2351.5
Melilla,2011,2,2011T2,1672.3
Murcia (Región de),2011,2,2011T2,1242.3
Málaga,2011,2,2011T2,1824.7
Navarra (Comunidad Foral de),2011,2,2011T2,1464.3
Ourense,2011,2,2011T2,1129.7
Palencia,2011,2,2011T2,1194.4
Palmas (Las),2011,2,2011T2,1517.6
País Vasco,2011,2,2011T2,2578.5
Pontevedra,2011,2,2011T2,1455.9
Rioja (La),2011,2,2011T2,1433.1
Salamanca,2011,2,2011T2,1436.8
Santa Cruz de Tenerife,2011,2,2011T2,1453.0
Segovia,2011,2,2011T2,1361.9
Sevilla,2011,2,2011T2,1583.2
Soria,2011,2,2011T2,1329.8
TOTAL NACIONAL,2011,2,2011T2,1752.1
Tarragona,2011,2,2011T2,1686.7
Toledo,2011,2,2011T2,1160.0
Valencia/València,2011,2,2011T2,1306.2
Valladolid,2011,2,2011T2,1367.4
Zamora,2011,2,2011T2,1049.8
Zaragoza,2011,2,2011T2,1665.7
Ávila,2011,2,2011T2,1189.6
Albacete,2011,3,2011T3,1167.2
Alicante/Alacant,2011,3,2011T3,1371.9
Almería,2011,3,2011T3,1359.6
Andalucía,2011,3,2011T3,1480.9
Araba/Alava,2011,3,2011T3,2230.4
Aragón,2011,3,2011T3,1524.5
Asturias (Principado de ),2011,3,2011T3,1595.4
Badajoz,2011,3,2011T3,950.2
Balears (Illes),2011,3,2011T3,1965.8
Barcelona,2011,3,2011T3,2335.0
Bizkaia,2011,3,2011T3,2581.6
Burgos,2011,3,2011T3,1468.4
Canarias,2011,3,2011T3,1498.5
Cantabria,2011,3,2011T3,1807.9
Castellón/Castelló,2011,3,2011T3,1417.6
Castilla y León,2011,3,2011T3,1285.6
Castilla-La Mancha,2011,3,2011T3,1161.7
Cataluña,2011,3,2011T3,2077.0
Ceuta,2011,3,2011T3,1850.7
Ceuta y Melilla,2011,3,2011T3,1673.8
Ciudad Real,2011,3,2011T3,978.0
Comunidad Valenciana,2011,3,2011T3,1357.9
Coruña (A),2011,3,2011T3,1395.5
Cuenca,2011,3,2011T3,1029.8
Cáceres,2011,3,2011T3,1080.4
Cádiz,2011,3,2011T3,1650.3
Córdoba,2011,3,2011T3,1328.5
Extremadura,2011,3,2011T3,994.9
Galicia,2011,3,2011T3,1396.9
Gipuzkoa,2011,3,2011T3,2784.2
Girona,2011,3,2011T3,1891.3
Granada,2011,3,2011T3,1310.3
Guadalajara,2011,3,2011T3,1412.8
Huelva,2011,3,2011T3,1412.6
Jaén,2011,3,2011T3,1026.9
León,2011,3,2011T3,1110.2
Lleida,2011,3,2011T3,1266.1
Lugo,2011,3,2011T3,1054.8
Madrid (Comunidad de),2011,3,2011T3,2295.1
Melilla,2011,3,2011T3,1607.1
Murcia (Región de),2011,3,2011T3,1248.5
Málaga,2011,3,2011T3,1744.4
Navarra (Comunidad Foral de),2011,3,2011T3,1389.6
Ourense,2011,3,2011T3,1085.4
Palencia,2011,3,2011T3,1215.9
Palmas (Las),2011,3,2011T3,1493.3
País Vasco,2011,3,2011T3,2599.1
Pontevedra,2011,3,2011T3,1495.1
Rioja (La),2011,3,2011T3,1388.7
Salamanca,2011,3,2011T3,1383.5
Santa Cruz de Tenerife,2011,3,2011T3,1511.1
Segovia,2011,3,2011T3,1311.5
Sevilla,2011,3,2011T3,1570.0
Soria,2011,3,2011T3,1347.1
TOTAL NACIONAL,2011,3,2011T3,1729.3
Tarragona,2011,3,2011T3,1587.4
Toledo,2011,3,2011T3,1125.2
Valencia/València,2011,3,2011T3,1332.3
Valladolid,2011,3,2011T3,1351.6
Zamora,2011,3,2011T3,1051.9
Zaragoza,2011,3,2011T3,1612.4
Ávila,2011,3,2011T3,1136.1
Albacete,2011,4,2011T4,1159.0
Alicante/Alacant,2011,4,2011T4,1381.5
Almería,2011,4,2011T4,1320.2
Andalucía,2011,4,2011T4,1440.8
Araba/Alava,2011,4,2011T4,2299.5
