Comunidad_Autonoma,Año,Trimestre,Periodo,Valor_Tasado_€_m2
Castilla-La Mancha,2001,3,2001T3,681.3
Cataluña,2001,3,2001T3,1230.8
Ciudad Real,2001,3,2001T3,544.0
Comunidad Valenciana,2001,3,2001T3,811.2
Coruña (A),2001,3,2001T3,813.9
Cuenca,2001,3,2001T3,559.0
Cáceres,2001,3,2001T3,573.8
Cádiz,2001,3,2001T3,762.5
Córdoba,2001,3,2001T3,639.5
Extremadura,2001,3,2001T3,551.1
Galicia,2001,3,2001T3,788.1
Gipuzkoa,2001,3,2001T3,1745.0
Girona,2001,3,2001T3,940.4
Granada,2001,3,2001T3,741.7
Guadalajara,2001,3,2001T3,862.8
Huelva,2001,3,2001T3,846.8
Huesca,2001,3,2001T3,722.0
Jaén,2001,3,2001T3,534.9
León,2001,3,2001T3,737.5
Lleida,2001,3,2001T3,726.9
Lugo,2001,3,2001T3,561.2
Madrid (Comunidad de),2001,3,2001T3,1465.7
Murcia (Región de),2001,3,2001T3,679.3
Málaga,2001,3,2001T3,964.1
Navarra (Comunidad Foral de),2001,3,2001T3,1130.2
Ourense,2001,3,2001T3,734.2
Palencia,2001,3,2001T3,750.9
Palmas (Las),2001,3,2001T3,1143.0
País Vasco,2001,3,2001T3,1689.2
Pontevedra,2001,3,2001T3,827.6
Rioja (La),2001,3,2001T3,933.9
Salamanca,2001,3,2001T3,920.9
Santa Cruz de Tenerife,2001,3,2001T3,1024.0
Segovia,2001,3,2001T3,833.7
Sevilla,2001,3,2001T3,759.9
Soria,2001,3,2001T3,911.2
TOTAL NACIONAL,2001,3,2001T3,982.6
Tarragona,2001,3,2001T3,807.7
Teruel,2001,3,2001T3,636.3
Toledo,2001,3,2001T3,626.2
Valencia/València,2001,3,2001T3,776.2
Valladolid,2001,3,2001T3,931.4
Zamora,2001,3,2001T3,665.4
Zaragoza,2001,3,2001T3,1031.8
Ávila,2001,3,2001T3,742.1
Albacete,2001,4,2001T4,653.6
Alicante/Alacant,2001,4,2001T4,937.5
Almería,2001,4,2001T4,759.4
Andalucía,2001,4,2001T4,805.5
Araba/Alava,2001,4,2001T4,1712.2
Aragón,2001,4,2001T4,1000.8
Asturias (Principado de ),2001,4,2001T4,984.1
Badajoz,2001,4,2001T4,542.9
Balears (Illes),2001,4,2001T4,1396.9
Barcelona,2001,4,2001T4,1513.2
Bizkaia,2001,4,2001T4,1679.8
Burgos,2001,4,2001T4,1139.4
Canarias,2001,4,2001T4,1111.3
Cantabria,2001,4,2001T4,1115.2
Castellón/Castelló,2001,4,2001T4,820.5
Castilla y León,2001,4,2001T4,887.2
Castilla-La Mancha,2001,4,2001T4,707.2
Cataluña,2001,4,2001T4,1275.1
Ciudad Real,2001,4,2001T4,572.1
Comunidad Valenciana,2001,4,2001T4,845.0
Coruña (A),2001,4,2001T4,819.7
Cuenca,2001,4,2001T4,552.7
Cáceres,2001,4,2001T4,583.3
Cádiz,2001,4,2001T4,768.3
Córdoba,2001,4,2001T4,648.8
Extremadura,2001,4,2001T4,557.0
Galicia,2001,4,2001T4,800.7
Gipuzkoa,2001,4,2001T4,1767.5
Girona,2001,4,2001T4,961.8
Granada,2001,4,2001T4,744.0
Guadalajara,2001,4,2001T4,870.9
Huelva,2001,4,2001T4,839.1
Huesca,2001,4,2001T4,775.4
Jaén,2001,4,2001T4,563.6
León,2001,4,2001T4,718.5
Lleida,2001,4,2001T4,758.8
Lugo,2001,4,2001T4,564.5
Madrid (Comunidad de),2001,4,2001T4,1533.8
Murcia (Región de),2001,4,2001T4,699.1
Málaga,2001,4,2001T4,992.8
Navarra (Comunidad Foral de),2001,4,2001T4,1157.7
Ourense,2001,4,2001T4,782.1
Palencia,2001,4,2001T4,779.5
Palmas (Las),2001,4,2001T4,1179.9
País Vasco,2001,4,2001T4,1706.3
Pontevedra,2001,4,2001T4,838.9
Rioja (La),2001,4,2001T4,957.7
Salamanca,2001,4,2001T4,919.6
Santa Cruz de Tenerife,2001,4,2001T4,1048.1
Segovia,2001,4,2001T4,851.7
Sevilla,2001,4,2001T4,790.4
Soria,2001,4,2001T4,892.4
TOTAL NACIONAL,2001,4,2001T4,992.7
Tarragona,2001,4,2001T4,807.7
Teruel,2001,4,2001T4,651.2
Toledo,2001,4,2001T4,637.5
Valencia/València,2001,4,2001T4,779.9
Valladolid,2001,4,2001T4,960.2
Zamora,2001,4,2001T4,664.5
Zaragoza,2001,4,2001T4,1101.5
Ávila,2001,4,2001T4,728.7
Albacete,2002,1,2002T1,699.5
Alicante/Alacant,2002,1,2002T1,949.5
Almería,2002,1,2002T1,830.7
Andalucía,2002,1,2002T1,843.1
Araba/Alava,2002,1,2002T1,1761.6
Aragón,2002,1,2002T1,1017.3
Asturias (Principado de ),2002,1,2002T1,1004.0
Badajoz,2002,1,2002T1,552.0
Balears (Illes),2002,1,2002T1,1413.9
Barcelona,2002,1,2002T1,1528.4
Bizkaia,2002,1,2002T1,1718.9
Burgos,2002,1,2002T1,1189.3
Canarias,2002,1,2002T1,1129.6
Cantabria,2002,1,2002T1,1173.6
Castellón/Castelló,2002,1,2002T1,823.3
Castilla y León,2002,1,2002T1,900.7
Castilla-La Mancha,2002,1,2002T1,735.6
Cataluña,2002,1,2002T1,1306.0
Ciudad Real,2002,1,2002T1,584.2
Comunidad Valenciana,2002,1,2002T1,861.2
Coruña (A),2002,1,2002T1,790.6
Cuenca,2002,1,2002T1,559.0
Cáceres,2002,1,2002T1,598.9
Cádiz,2002,1,2002T1,808.8
Córdoba,2002,1,2002T1,677.9
Extremadura,2002,1,2002T1,567.8
Galicia,2002,1,2002T1,792.7
Gipuzkoa,2002,1,2002T1,1807.4
Girona,2002,1,2002T1,998.0
Granada,2002,1,2002T1,768.1
Guadalajara,2002,1,2002T1,917.8
Huelva,2002,1,2002T1,882.7
Huesca,2002,1,2002T1,784.1
Jaén,2002,1,2002T1,568.4
León,2002,1,2002T1,718.5
Lleida,2002,1,2002T1,770.9
Lugo,2002,1,2002T1,567.9
Madrid (Comunidad de),2002,1,2002T1,1612.3
Murcia (Región de),2002,1,2002T1,715.3
Málaga,2002,1,2002T1,1034.8
Navarra (Comunidad Foral de),2002,1,2002T1,1168.5
Ourense,2002,1,2002T1,801.3
Palencia,2002,1,2002T1,775.6
Palmas (Las),2002,1,2002T1,1192.3
País Vasco,2002,1,2002T1,1750.3
Pontevedra,2002,1,2002T1,840.1
Rioja (La),2002,1,2002T1,1015.0
Salamanca,2002,1,2002T1,926.2
Santa Cruz de Tenerife,2002,1,2002T1,1052.7
Segovia,2002,1,2002T1,853.0
Sevilla,2002,1,2002T1,808.4
Soria,2002,1,2002T1,860.6
TOTAL NACIONAL,2002,1,2002T1,1051.7
Tarragona,2002,1,2002T1,863.2
Teruel,2002,1,2002T1,660.8
Toledo,2002,1,2002T1,671.2
Valencia/València,2002,1,2002T1,800.9
Valladolid,2002,1,2002T1,983.4
Zamora,2002,1,2002T1,684.3
Zaragoza,2002,1,2002T1,1125.9
Ávila,2002,1,2002T1,745.4
Albacete,2002,2,2002T2,740.9
Alicante/Alacant,2002,2,2002T2,988.3
Almería,2002,2,2002T2,851.0
Andalucía,2002,2,2002T2,880.6
Araba/Alava,2002,2,2002T2,1815.7
Aragón,2002,2,2002T2,1047.2
Asturias (Principado de ),2002,2,2002T2,1021.1
Badajoz,2002,2,2002T2,570.9
Balears (Illes),2002,2,2002T2,1436.6
Barcelona,2002,2,2002T2,1574.1
Bizkaia,2002,2,2002T2,1784.9
Burgos,2002,2,2002T2,1184.9
Canarias,2002,2,2002T2,1173.9
Cantabria,2002,2,2002T2,1199.6
Castellón/Castelló,2002,2,2002T2,894.3
Castilla y León,2002,2,2002T2,926.5
Castilla-La Mancha,2002,2,2002T2,763.9
Cataluña,2002,2,2002T2,1340.7
Ciudad Real,2002,2,2002T2,596.3
Comunidad Valenciana,2002,2,2002T2,897.6
Coruña (A),2002,2,2002T2,827.9
Cuenca,2002,2,2002T2,586.6
Cáceres,2002,2,2002T2,632.7
Cádiz,2002,2,2002T2,846.4
Córdoba,2002,2,2002T2,700.0
Extremadura,2002,2,2002T2,591.3
Galicia,2002,2,2002T2,832.8
Gipuzkoa,2002,2,2002T2,1889.6
Girona,2002,2,2002T2,1052.4
Granada,2002,2,2002T2,841.6
Guadalajara,2002,2,2002T2,1003.4
Huelva,2002,2,2002T2,903.2
Huesca,2002,2,2002T2,800.3
Jaén,2002,2,2002T2,590.8
León,2002,2,2002T2,773.6
Lleida,2002,2,2002T2,803.9
Lugo,2002,2,2002T2,605.6
Madrid (Comunidad de),2002,2,2002T2,1683.0
Murcia (Región de),2002,2,2002T2,752.5
Málaga,2002,2,2002T2,1111.2
Navarra (Comunidad Foral de),2002,2,2002T2,1206.7
Ourense,2002,2,2002T2,775.4
Palencia,2002,2,2002T2,855.6
Palmas (Las),2002,2,2002T2,1244.6
País Vasco,2002,2,2002T2,1806.6
Pontevedra,2002,2,2002T2,911.3
Rioja (La),2002,2,2002T2,1038.8
Salamanca,2002,2,2002T2,904.9
Santa Cruz de Tenerife,2002,2,2002T2,1091.9
Segovia,2002,2,2002T2,901.9
Sevilla,2002,2,2002T2,847.1
Soria,2002,2,2002T2,919.4
TOTAL NACIONAL,2002,2,2002T2,1117.4
Tarragona,2002,2,2002T2,906.3
Teruel,2002,2,2002T2,682.6
Toledo,2002,2,2002T2,722.3
Valencia/València,2002,2,2002T2,830.6
Valladolid,2002,2,2002T2,1005.4
Zamora,2002,2,2002T2,690.9
Zaragoza,2002,2,2002T2,1155.1
Ávila,2002,2,2002T2,756.5
Albacete,2002,3,2002T3,736.6
Alicante/Alacant,2002,3,2002T3,1070.6
Almería,2002,3,2002T3,847.2
Andalucía,2002,3,2002T3,926.5
Araba/Alava,2002,3,2002T3,1905.0
Aragón,2002,3,2002T3,1084.5
Asturias (Principado de ),2002,3,2002T3,1058.1
Badajoz,2002,3,2002T3,598.8
Balears (Illes),2002,3,2002T3,1468.7
Barcelona,2002,3,2002T3,1587.2
Bizkaia,2002,3,2002T3,1885.2
Burgos,2002,3,2002T3,1184.9
Canarias,2002,3,2002T3,1184.6
Cantabria,2002,3,2002T3,1245.1
Castellón/Castelló,2002,3,2002T3,927.0
Castilla y León,2002,3,2002T3,959.7
Castilla-La Mancha,2002,3,2002T3,778.1
Cataluña,2002,3,2002T3,1363.9
Ciudad Real,2002,3,2002T3,612.4
Comunidad Valenciana,2002,3,2002T3,953.0
Coruña (A),2002,3,2002T3,888.4
Cuenca,2002,3,2002T3,576.8
Cáceres,2002,3,2002T3,629.2
Cádiz,2002,3,2002T3,904.3
Córdoba,2002,3,2002T3,749.0
Extremadura,2002,3,2002T3,608.0
Galicia,2002,3,2002T3,873.9
Gipuzkoa,2002,3,2002T3,1959.4
Girona,2002,3,2002T3,1115.0
Granada,2002,3,2002T3,832.4
Guadalajara,2002,3,2002T3,1051.9
Huelva,2002,3,2002T3,940.3
Huesca,2002,3,2002T3,832.6
Jaén,2002,3,2002T3,610.8
León,2002,3,2002T3,804.7
Lleida,2002,3,2002T3,816.0
Lugo,2002,3,2002T3,604.7
Madrid (Comunidad de),2002,3,2002T3,1727.5
Murcia (Región de),2002,3,2002T3,801.0
Málaga,2002,3,2002T3,1185.6
Navarra (Comunidad Foral de),2002,3,2002T3,1232.8
Ourense,2002,3,2002T3,803.2
Palencia,2002,3,2002T3,873.4
Palmas (Las),2002,3,2002T3,1243.1
País Vasco,2002,3,2002T3,1906.8
Pontevedra,2002,3,2002T3,950.0
Rioja (La),2002,3,2002T3,1044.4
Salamanca,2002,3,2002T3,955.5
Santa Cruz de Tenerife,2002,3,2002T3,1119.1
Segovia,2002,3,2002T3,986.8
Sevilla,2002,3,2002T3,920.5
Soria,2002,3,2002T3,1034.6
TOTAL NACIONAL,2002,3,2002T3,1142.7
Tarragona,2002,3,2002T3,954.1
Teruel,2002,3,2002T3,716.7
Toledo,2002,3,2002T3,753.5
Valencia/València,2002,3,2002T3,870.1
Valladolid,2002,3,2002T3,1034.1
Zamora,2002,3,2002T3,718.2
Zaragoza,2002,3,2002T3,1192.4
Ávila,2002,3,2002T3,795.3
Albacete,2002,4,2002T4,737.7
Alicante/Alacant,2002,4,2002T4,1099.0
Almería,2002,4,2002T4,901.9
Andalucía,2002,4,2002T4,932.1
Araba/Alava,2002,4,2002T4,1853.3
Aragón,2002,4,2002T4,1130.8
Asturias (Principado de ),2002,4,2002T4,1102.3
Badajoz,2002,4,2002T4,597.2
Balears (Illes),2002,4,2002T4,1508.4
Barcelona,2002,4,2002T4,1637.3
Bizkaia,2002,4,2002T4,1939.0
Burgos,2002,4,2002T4,1196.6
Canarias,2002,4,2002T4,1209.0
Cantabria,2002,4,2002T4,1287.3
Castellón/Castelló,2002,4,2002T4,959.8
Castilla y León,2002,4,2002T4,962.2
Castilla-La Mancha,2002,4,2002T4,791.1
Cataluña,2002,4,2002T4,1410.2
Ciudad Real,2002,4,2002T4,631.7
Comunidad Valenciana,2002,4,2002T4,975.9
Coruña (A),2002,4,2002T4,909.4
Cuenca,2002,4,2002T4,600.0
Cáceres,2002,4,2002T4,637.9
Cádiz,2002,4,2002T4,928.8
Córdoba,2002,4,2002T4,764.1
Extremadura,2002,4,2002T4,611.3
Galicia,2002,4,2002T4,886.5
Gipuzkoa,2002,4,2002T4,2034.2
Girona,2002,4,2002T4,1154.5
Granada,2002,4,2002T4,824.3
Guadalajara,2002,4,2002T4,1119.7
Huelva,2002,4,2002T4,958.3
Huesca,2002,4,2002T4,874.9
Jaén,2002,4,2002T4,621.2
León,2002,4,2002T4,811.7
Lleida,2002,4,2002T4,851.2
Lugo,2002,4,2002T4,609.8
Madrid (Comunidad de),2002,4,2002T4,1868.8
Murcia (Región de),2002,4,2002T4,837.0
Málaga,2002,4,2002T4,1185.6
Navarra (Comunidad Foral de),2002,4,2002T4,1255.7
Ourense,2002,4,2002T4,848.2
Palencia,2002,4,2002T4,885.2
Palmas (Las),2002,4,2002T4,1267.7
País Vasco,2002,4,2002T4,1948.3
Pontevedra,2002,4,2002T4,951.2
Rioja (La),2002,4,2002T4,1079.3
Salamanca,2002,4,2002T4,958.2
Santa Cruz de Tenerife,2002,4,2002T4,1143.3
Segovia,2002,4,2002T4,999.7
Sevilla,2002,4,2002T4,903.9
Soria,2002,4,2002T4,1018.2
TOTAL NACIONAL,2002,4,2002T4,1164.6
Tarragona,2002,4,2002T4,989.6
Teruel,2002,4,2002T4,706.2
Toledo,2002,4,2002T4,742.3
Valencia/València,2002,4,2002T4,885.0
Valladolid,2002,4,2002T4,1027.3
Zamora,2002,4,2002T4,713.5
Zaragoza,2002,4,2002T4,1241.1
Ávila,2002,4,2002T4,794.2
Albacete,2003,1,2003T1,736.6
Alicante/Alacant,2003,1,2003T1,1136.4
Almería,2003,1,2003T1,969.3
Andalucía,2003,1,2003T1,983.6
Araba/Alava,2003,1,2003T1,1921.5
Aragón,2003,1,2003T1,1117.4
Asturias (Principado de ),2003,1,2003T1,1116.5
Badajoz,2003,1,2003T1,604.6
Balears (Illes),2003,1,2003T1,1531.1
Barcelona,2003,1,2003T1,1689.5
Bizkaia,2003,1,2003T1,2034.3
Burgos,2003,1,2003T1,1224.4
Canarias,2003,1,2003T1,1241.0
Cantabria,2003,1,2003T1,1308.4
Castellón/Castelló,2003,1,2003T1,980.3
Castilla y León,2003,1,2003T1,970.8
Castilla-La Mancha,2003,1,2003T1,820.6
Cataluña,2003,1,2003T1,1456.5
Ciudad Real,2003,1,2003T1,655.0
Comunidad Valenciana,2003,1,2003T1,1011.0
Coruña (A),2003,1,2003T1,939.7
Cuenca,2003,1,2003T1,616.9
Cáceres,2003,1,2003T1,658.7
Cádiz,2003,1,2003T1,970.8
Córdoba,2003,1,2003T1,778.1
Extremadura,2003,1,2003T1,627.2
Galicia,2003,1,2003T1,898.0
Gipuzkoa,2003,1,2003T1,2054.1
Girona,2003,1,2003T1,1198.9
Granada,2003,1,2003T1,856.5
Guadalajara,2003,1,2003T1,1189.2
Huelva,2003,1,2003T1,1004.4
Huesca,2003,1,2003T1,848.8
Jaén,2003,1,2003T1,634.0
León,2003,1,2003T1,832.7
Lleida,2003,1,2003T1,856.7
Lugo,2003,1,2003T1,614.0
Madrid (Comunidad de),2003,1,2003T1,1936.9
Murcia (Región de),2003,1,2003T1,848.1
Málaga,2003,1,2003T1,1271.5
Navarra (Comunidad Foral de),2003,1,2003T1,1258.8
Ourense,2003,1,2003T1,801.3
Palencia,2003,1,2003T1,863.5
Palmas (Las),2003,1,2003T1,1295.5
País Vasco,2003,1,2003T1,2026.6
Pontevedra,2003,1,2003T1,953.7
Rioja (La),2003,1,2003T1,1131.1
Salamanca,2003,1,2003T1,995.4
Santa Cruz de Tenerife,2003,1,2003T1,1176.5
Segovia,2003,1,2003T1,1002.3
Sevilla,2003,1,2003T1,957.9
Soria,2003,1,2003T1,966.4
TOTAL NACIONAL,2003,1,2003T1,1230.3
Tarragona,2003,1,2003T1,1009.6
Teruel,2003,1,2003T1,717.5
Toledo,2003,1,2003T1,810.9
Valencia/València,2003,1,2003T1,923.3
Valladolid,2003,1,2003T1,1025.9
Zamora,2003,1,2003T1,737.0
Zaragoza,2003,1,2003T1,1236.2
Ávila,2003,1,2003T1,795.3
Albacete,2003,2,2003T2,790.0
Alicante/Alacant,2003,2,2003T2,1187.2
Almería,2003,2,2003T2,949.0
Andalucía,2003,2,2003T2,1037.8
Araba/Alava,2003,2,2003T2,2006.2
Aragón,2003,2,2003T2,1186.1
Asturias (Principado de ),2003,2,2003T2,1133.6
Badajoz,2003,2,2003T2,639.9
Balears (Illes),2003,2,2003T2,1567.0
Barcelona,2003,2,2003T2,1733.1
Bizkaia,2003,2,2003T2,2095.5
Burgos,2003,2,2003T2,1233.2
Canarias,2003,2,2003T2,1268.5
Cantabria,2003,2,2003T2,1324.6
Castellón/Castelló,2003,2,2003T2,1044.5
Castilla y León,2003,2,2003T2,1001.5
Castilla-La Mancha,2003,2,2003T2,857.2
Cataluña,2003,2,2003T2,1520.1
Ciudad Real,2003,2,2003T2,671.1
Comunidad Valenciana,2003,2,2003T2,1054.2
Coruña (A),2003,2,2003T2,946.7
Cuenca,2003,2,2003T2,646.3
Cáceres,2003,2,2003T2,688.2
Cádiz,2003,2,2003T2,1012.8
Córdoba,2003,2,2003T2,793.2
Extremadura,2003,2,2003T2,651.5
Galicia,2003,2,2003T2,910.5
Gipuzkoa,2003,2,2003T2,2094.0
Girona,2003,2,2003T2,1261.5
Granada,2003,2,2003T2,913.9
Guadalajara,2003,2,2003T2,1274.9
Huelva,2003,2,2003T2,1036.4
Huesca,2003,2,2003T2,929.5
Jaén,2003,2,2003T2,651.6
León,2003,2,2003T2,843.8
Lleida,2003,2,2003T2,917.1
Lugo,2003,2,2003T2,620.7
Madrid (Comunidad de),2003,2,2003T2,2018.0
Murcia (Región de),2003,2,2003T2,878.0
Málaga,2003,2,2003T2,1372.7
Navarra (Comunidad Foral de),2003,2,2003T2,1310.9
Ourense,2003,2,2003T2,834.8
Palencia,2003,2,2003T2,909.9
Palmas (Las),2003,2,2003T2,1320.1
País Vasco,2003,2,2003T2,2082.8
Pontevedra,2003,2,2003T2,971.2
Rioja (La),2003,2,2003T2,1174.4
Salamanca,2003,2,2003T2,1028.7
Santa Cruz de Tenerife,2003,2,2003T2,1217.3
Segovia,2003,2,2003T2,1028.0
Sevilla,2003,2,2003T2,986.9
Soria,2003,2,2003T2,972.3
TOTAL NACIONAL,2003,2,2003T2,1309.6
Tarragona,2003,2,2003T2,1092.9
Teruel,2003,2,2003T2,735.0
Toledo,2003,2,2003T2,834.6
Valencia/València,2003,2,2003T2,955.4
Valladolid,2003,2,2003T2,1086.2
Zamora,2003,2,2003T2,732.3
Zaragoza,2003,2,2003T2,1306.0
Ávila,2003,2,2003T2,840.8
Albacete,2003,3,2003T3,814.0
Alicante/Alacant,2003,3,2003T3,1226.1
Almería,2003,3,2003T3,982.1
Andalucía,2003,3,2003T3,1090.7
Araba/Alava,2003,3,2003T3,1975.6
Aragón,2003,3,2003T3,1199.5
Asturias (Principado de ),2003,3,2003T3,1167.8
Badajoz,2003,3,2003T3,666.2
Balears (Illes),2003,3,2003T3,1618.0
Barcelona,2003,3,2003T3,1794.0
Bizkaia,2003,3,2003T3,2127.2
Burgos,2003,3,2003T3,1302.2
Canarias,2003,3,2003T3,1311.3
Cantabria,2003,3,2003T3,1387.9
Castellón/Castelló,2003,3,2003T3,1090.9
Castilla y León,2003,3,2003T3,1040.8
Castilla-La Mancha,2003,3,2003T3,889.1
Cataluña,2003,3,2003T3,1562.6
Ciudad Real,2003,3,2003T3,675.1
Comunidad Valenciana,2003,3,2003T3,1085.2
Coruña (A),2003,3,2003T3,983.9
Cuenca,2003,3,2003T3,636.5
Cáceres,2003,3,2003T3,694.2
Cádiz,2003,3,2003T3,1080.8
Córdoba,2003,3,2003T3,864.3
Extremadura,2003,3,2003T3,674.9
Galicia,2003,3,2003T3,952.9
Gipuzkoa,2003,3,2003T3,2111.5
Girona,2003,3,2003T3,1281.3
Granada,2003,3,2003T3,919.6
Guadalajara,2003,3,2003T3,1279.7
Huelva,2003,3,2003T3,1124.8
Huesca,2003,3,2003T3,970.5
Jaén,2003,3,2003T3,679.6
León,2003,3,2003T3,893.9
Lleida,2003,3,2003T3,928.1
Lugo,2003,3,2003T3,627.4
Madrid (Comunidad de),2003,3,2003T3,2122.7
Murcia (Región de),2003,3,2003T3,945.0
Málaga,2003,3,2003T3,1479.6
Navarra (Comunidad Foral de),2003,3,2003T3,1341.5
Ourense,2003,3,2003T3,825.2
Palencia,2003,3,2003T3,888.2
Palmas (Las),2003,3,2003T3,1366.3
País Vasco,2003,3,2003T3,2102.4
Pontevedra,2003,3,2003T3,1041.1
Rioja (La),2003,3,2003T3,1142.2
Salamanca,2003,3,2003T3,1042.0
Santa Cruz de Tenerife,2003,3,2003T3,1250.5
Segovia,2003,3,2003T3,1112.9
Sevilla,2003,3,2003T3,1053.4
Soria,2003,3,2003T3,1062.8
TOTAL NACIONAL,2003,3,2003T3,1344.9
Tarragona,2003,3,2003T3,1174.5
Teruel,2003,3,2003T3,764.7
Toledo,2003,3,2003T3,903.2
Valencia/València,2003,3,2003T3,975.2
Valladolid,2003,3,2003T3,1099.9
Zamora,2003,3,2003T3,765.3
Zaragoza,2003,3,2003T3,1302.7
Ávila,2003,3,2003T3,890.7
Albacete,2003,4,2003T4,830.4
Alicante/Alacant,2003,4,2003T4,1260.5
Almería,2003,4,2003T4,991.0
Andalucía,2003,4,2003T4,1121.3
Araba/Alava,2003,4,2003T4,2010.9
Aragón,2003,4,2003T4,1256.3
Asturias (Principado de ),2003,4,2003T4,1227.6
Badajoz,2003,4,2003T4,680.1
Balears (Illes),2003,4,2003T4,1631.2
Barcelona,2003,4,2003T4,1863.7
Bizkaia,2003,4,2003T4,2117.5
Burgos,2003,4,2003T4,1311.0
Canarias,2003,4,2003T4,1329.6
Cantabria,2003,4,2003T4,1435.0
Castellón/Castelló,2003,4,2003T4,1122.3
Castilla y León,2003,4,2003T4,1053.1
Castilla-La Mancha,2003,4,2003T4,929.2
Cataluña,2003,4,2003T4,1632.0
Ciudad Real,2003,4,2003T4,690.4
Comunidad Valenciana,2003,4,2003T4,1112.2
Coruña (A),2003,4,2003T4,1023.5
Cuenca,2003,4,2003T4,660.6
Cáceres,2003,4,2003T4,725.4
Cádiz,2003,4,2003T4,1128.5
Córdoba,2003,4,2003T4,868.9
Extremadura,2003,4,2003T4,695.8
Galicia,2003,4,2003T4,987.2
Gipuzkoa,2003,4,2003T4,2131.4
Girona,2003,4,2003T4,1329.0
Granada,2003,4,2003T4,959.8
Guadalajara,2003,4,2003T4,1365.4
Huelva,2003,4,2003T4,1119.7
Huesca,2003,4,2003T4,980.5
Jaén,2003,4,2003T4,714.8
León,2003,4,2003T4,875.8
Lleida,2003,4,2003T4,1004.0
Lugo,2003,4,2003T4,679.3
Madrid (Comunidad de),2003,4,2003T4,2185.5
Murcia (Región de),2003,4,2003T4,987.2
Málaga,2003,4,2003T4,1529.3
Navarra (Comunidad Foral de),2003,4,2003T4,1343.0
Ourense,2003,4,2003T4,878.8
Palencia,2003,4,2003T4,910.9
Palmas (Las),2003,4,2003T4,1389.4
País Vasco,2003,4,2003T4,2107.2
Pontevedra,2003,4,2003T4,1058.6
Rioja (La),2003,4,2003T4,1192.6
Salamanca,2003,4,2003T4,1104.6
Santa Cruz de Tenerife,2003,4,2003T4,1265.6
Segovia,2003,4,2003T4,1101.3
Sevilla,2003,4,2003T4,1086.6
Soria,2003,4,2003T4,1044.0
TOTAL NACIONAL,2003,4,2003T4,1380.3
Tarragona,2003,4,2003T4,1219.2
Teruel,2003,4,2003T4,797.0
Toledo,2003,4,2003T4,955.6
Valencia/València,2003,4,2003T4,997.5
Valladolid,2003,4,2003T4,1132.7
Zamora,2003,4,2003T4,789.8
Zaragoza,2003,4,2003T4,1377.3
Ávila,2003,4,2003T4,906.2
Albacete,2004,1,2004T1,854.4
Alicante/Alacant,2004,1,2004T1,1285.9
Almería,2004,1,2004T1,1053.3
Andalucía,2004,1,2004T1,1179.7
Araba/Alava,2004,1,2004T1,2154.3
Aragón,2004,1,2004T1,1311.6
Asturias (Principado de ),2004,1,2004T1,1281.7
Badajoz,2004,1,2004T1,699.8
Balears (Illes),2004,1,2004T1,1672.8
Barcelona,2004,1,2004T1,1915.9
Bizkaia,2004,1,2004T1,2127.2
Burgos,2004,1,2004T1,1305.1
Canarias,2004,1,2004T1,1375.4
Cantabria,2004,1,2004T1,1461.0
Castellón/Castelló,2004,1,2004T1,1185.1
Castilla y León,2004,1,2004T1,1067.8
Castilla-La Mancha,2004,1,2004T1,956.4
Cataluña,2004,1,2004T1,1668.7
Ceuta,2004,1,2004T1,1221.0
Ceuta y Melilla,2004,1,2004T1,1130.4
Ciudad Real,2004,1,2004T1,688.0
Comunidad Valenciana,2004,1,2004T1,1140.6
Coruña (A),2004,1,2004T1,1036.3
Cuenca,2004,1,2004T1,735.5
Cáceres,2004,1,2004T1,761.0
Cádiz,2004,1,2004T1,1183.5
Córdoba,2004,1,2004T1,928.3
Extremadura,2004,1,2004T1,724.2
Galicia,2004,1,2004T1,1006.6
Gipuzkoa,2004,1,2004T1,2168.8
Girona,2004,1,2004T1,1366.9
Granada,2004,1,2004T1,1009.2
Guadalajara,2004,1,2004T1,1368.6
Huelva,2004,1,2004T1,1156.8
Huesca,2004,1,2004T1,1050.1
Jaén,2004,1,2004T1,730.7
León,2004,1,2004T1,888.9
Lleida,2004,1,2004T1,1049.1
Lugo,2004,1,2004T1,714.5
Madrid (Comunidad de),2004,1,2004T1,2298.1
Melilla,2004,1,2004T1,1053.5
Murcia (Región de),2004,1,2004T1,1061.7
Málaga,2004,1,2004T1,1630.5
Navarra (Comunidad Foral de),2004,1,2004T1,1362.9
Ourense,2004,1,2004T1,848.2
Palencia,2004,1,2004T1,912.9
Palmas (Las),2004,1,2004T1,1417.2
País Vasco,2004,1,2004T1,2143.9
Pontevedra,2004,1,2004T1,1084.8
Rioja (La),2004,1,2004T1,1248.5
Salamanca,2004,1,2004T1,1141.8
Santa Cruz de Tenerife,2004,1,2004T1,1324.5
Segovia,2004,1,2004T1,1141.2
Sevilla,2004,1,2004T1,1176.6
Soria,2004,1,2004T1,1047.5
TOTAL NACIONAL,2004,1,2004T1,1456.2
Tarragona,2004,1,2004T1,1305.6
Teruel,2004,1,2004T1,716.7
Toledo,2004,1,2004T1,998.0
Valencia/València,2004,1,2004T1,1020.9
Valladolid,2004,1,2004T1,1173.8
Zamora,2004,1,2004T1,823.7
Zaragoza,2004,1,2004T1,1458.4
Ávila,2004,1,2004T1,981.6
Albacete,2004,2,2004T2,856.6
